timestamp,src_ip,dst_ip,protocol,packet_size,duration,tcp_flags,byte_rate,connection_state,label,threat_type
2026-04-03T18:16:00,175.38.90.79,192.168.214.121,icmp,5497,0.19,8,1806.54,reset,anomaly,protocol_threat
2026-04-03T18:17:00,192.168.47.139,192.168.135.252,udp,966,2.58,18,374.42,established,normal,normal
2026-04-03T18:18:00,192.168.122.219,10.194.47.164,tcp,332,3.54,16,93.79,reset,normal,normal
2026-04-03T18:19:00,172.24.138.26,172.21.49.246,udp,1925,2.42,2,795.45,fin_wait,normal,normal
2026-04-03T18:20:00,192.168.65.123,61.38.199.246,tcp,891,1.15,0,774.78,reset,anomaly,spoofing
2026-04-03T18:21:00,172.19.119.20,172.19.119.20,tcp,255,0.95,2,268.42,syn_recv,anomaly,spoofing
2026-04-03T18:22:00,172.17.114.131,82.178.55.249,tcp,341,0.89,0,383.15,syn_sent,anomaly,spoofing
2026-04-03T18:23:00,172.22.65.19,159.52.21.97,udp,246,0.43,2,572.09,syn_sent,anomaly,spoofing
2026-04-03T18:24:00,119.22.235.23,192.168.27.71,udp,4516,0.75,1,6141.16,closed,anomaly,protocol_threat
2026-04-03T18:25:00,113.78.118.80,172.25.11.152,tcp,46,0.07,0,11250.81,reset,anomaly,protocol_threat
2026-04-03T18:26:00,30.7.147.19,172.31.175.231,udp,4685,0.6,0,8091.24,syn_sent,anomaly,protocol_threat
2026-04-03T18:27:00,192.168.239.17,10.241.234.120,icmp,644,2.18,24,295.41,closed,normal,normal
2026-04-03T18:28:00,172.24.117.164,10.143.62.244,udp,1084,4.5,0,240.89,established,normal,normal
2026-04-03T18:29:00,172.16.114.251,172.18.107.176,udp,979,0.85,18,1151.76,reset,normal,normal
2026-04-03T18:30:00,172.28.136.161,172.28.136.161,udp,639,1.03,S,620.39,syn_sent,anomaly,spoofing
2026-04-03T18:31:00,192.168.174.67,23.218.77.21,udp,780,0.64,"S,P",1218.75,syn_sent,anomaly,spoofing
2026-04-03T18:32:00,172.22.63.95,62.217.220.155,icmp,306,0.43,2,711.63,syn_recv,anomaly,spoofing
2026-04-03T18:33:00,10.167.50.59,10.167.50.59,icmp,463,0.55,18,841.82,syn_sent,anomaly,spoofing
2026-04-03T18:34:00,14.199.159.93,172.27.95.16,icmp,862,0.35,1,4902.19,unknown,anomaly,protocol_threat
2026-04-03T18:35:00,149.160.32.178,10.199.100.80,tcp,4210,0.33,,8853.2,closed,anomaly,protocol_threat
2026-04-03T18:36:00,159.75.82.79,192.168.194.251,icmp,1725,0.4,,5330.03,syn_sent,anomaly,protocol_threat
2026-04-03T18:37:00,10.218.240.213,192.168.30.61,udp,693,3.34,18,207.49,syn_recv,normal,normal
2026-04-03T18:38:00,10.161.112.174,172.24.175.230,tcp,1257,1.1,16,1142.73,fin_wait,normal,normal
2026-04-03T18:39:00,172.27.135.224,192.168.160.170,udp,544,1.25,16,435.2,syn_sent,normal,normal
2026-04-03T18:40:00,192.168.227.146,198.232.218.244,tcp,223,1.27,0,175.59,syn_sent,anomaly,spoofing
2026-04-03T18:41:00,10.31.69.243,157.203.121.43,tcp,290,0.15,"S,P",1933.33,closed,anomaly,spoofing
2026-04-03T18:42:00,192.168.236.63,192.168.236.63,udp,317,0.13,0,2438.46,syn_recv,anomaly,spoofing
2026-04-03T18:43:00,192.168.87.62,171.241.109.158,tcp,727,1.22,F,595.9,reset,anomaly,spoofing
2026-04-03T18:44:00,101.85.7.254,192.168.253.133,udp,3423,0.78,1,6762.71,syn_sent,anomaly,protocol_threat
2026-04-03T18:45:00,108.183.87.61,10.132.210.244,icmp,333,0.22,0,6961.37,syn_sent,anomaly,protocol_threat
2026-04-03T18:46:00,175.247.114.142,10.193.9.152,udp,1956,0.21,8,9505.24,syn_sent,anomaly,protocol_threat
2026-04-03T18:47:00,172.27.19.178,10.64.185.80,icmp,1573,3.38,18,465.38,fin_wait,normal,normal
2026-04-03T18:48:00,10.84.72.34,10.199.136.47,udp,789,2.45,16,322.04,syn_recv,normal,normal
2026-04-03T18:49:00,192.168.188.219,192.168.50.42,icmp,1488,4.39,2,338.95,established,normal,normal
2026-04-03T18:50:00,172.28.249.140,137.21.105.241,tcp,997,0.05,,19940.0,syn_recv,anomaly,spoofing
2026-04-03T18:51:00,10.235.40.88,10.235.40.88,tcp,873,0.2,F,4365.0,closed,anomaly,spoofing
2026-04-03T18:52:00,10.25.160.227,33.14.146.221,tcp,531,1.48,18,358.78,syn_sent,anomaly,spoofing
2026-04-03T18:53:00,192.168.79.131,15.29.244.248,udp,662,0.53,F,1249.06,time_wait,anomaly,spoofing
2026-04-03T18:54:00,86.229.50.192,10.85.26.103,tcp,5030,0.03,0,9536.21,closed,anomaly,protocol_threat
2026-04-03T18:55:00,135.140.87.146,172.26.188.134,udp,4552,0.21,8,6133.07,reset,anomaly,protocol_threat
2026-04-03T18:56:00,215.218.35.94,10.69.191.24,icmp,1227,0.32,8,10541.62,closed,anomaly,protocol_threat
2026-04-03T18:57:00,192.168.51.165,192.168.186.17,tcp,311,2.58,0,120.54,syn_sent,normal,normal
2026-04-03T18:58:00,172.20.125.229,172.30.123.81,tcp,2205,0.15,24,14700.0,fin_wait,normal,normal
2026-04-03T18:59:00,172.18.25.245,172.27.1.24,udp,1080,2.14,16,504.67,established,normal,normal
2026-04-03T19:00:00,10.179.144.98,10.179.144.98,tcp,248,0.17,F,1458.82,reset,anomaly,spoofing
2026-04-03T19:01:00,192.168.83.130,18.178.227.26,tcp,596,0.8,,745.0,reset,anomaly,spoofing
2026-04-03T19:02:00,172.30.115.191,232.78.8.23,icmp,908,0.5,2,1816.0,reset,anomaly,spoofing
2026-04-03T19:03:00,172.27.205.51,172.27.205.51,udp,240,0.68,S,352.94,time_wait,anomaly,spoofing
2026-04-03T19:04:00,8.251.68.147,10.72.200.106,icmp,3653,0.0,0,3670.4,closed,anomaly,protocol_threat
2026-04-03T19:05:00,48.45.49.213,192.168.31.218,tcp,1423,0.75,0,5434.79,syn_sent,anomaly,protocol_threat
2026-04-03T19:06:00,102.104.233.249,172.16.9.172,udp,3117,0.8,8,2522.87,unknown,anomaly,protocol_threat
2026-04-03T19:07:00,172.21.156.179,192.168.76.32,tcp,1958,1.76,0,1112.5,established,normal,normal
2026-04-03T19:08:00,192.168.136.248,192.168.155.48,icmp,139,3.5,0,39.71,reset,normal,normal
2026-04-03T19:09:00,172.30.19.93,10.253.189.182,icmp,438,2.47,24,177.33,fin_wait,normal,normal
2026-04-03T19:10:00,10.21.117.161,51.230.100.200,udp,348,0.88,2,395.45,reset,anomaly,spoofing
2026-04-03T19:11:00,10.14.255.152,23.237.139.51,icmp,160,0.61,"S,P",262.3,syn_sent,anomaly,spoofing
2026-04-03T19:12:00,10.115.147.111,10.115.147.111,udp,439,0.01,"S,A",43900.0,reset,anomaly,spoofing
2026-04-03T19:13:00,172.19.204.242,137.72.205.107,icmp,309,1.28,18,241.41,reset,anomaly,spoofing
2026-04-03T19:14:00,50.147.112.210,192.168.137.89,udp,4008,0.85,1,3134.4,unknown,anomaly,protocol_threat
2026-04-03T19:15:00,225.205.8.222,192.168.67.128,icmp,1321,0.55,0,7981.1,unknown,anomaly,protocol_threat
2026-04-03T19:16:00,55.254.187.55,10.219.108.164,icmp,5057,0.06,1,3931.33,reset,anomaly,protocol_threat
2026-04-03T19:17:00,172.30.236.88,192.168.120.52,udp,1753,2.74,24,639.78,syn_recv,normal,normal
2026-04-03T19:18:00,192.168.47.47,192.168.209.208,icmp,232,1.66,18,139.76,fin_wait,normal,normal
2026-04-03T19:19:00,172.20.153.52,192.168.147.86,udp,921,0.35,18,2631.43,reset,normal,normal
2026-04-03T19:20:00,192.168.82.15,106.161.228.33,udp,1070,0.81,S,1320.99,reset,anomaly,spoofing
2026-04-03T19:21:00,172.28.70.128,172.28.70.128,udp,166,0.31,F,535.48,reset,anomaly,spoofing
2026-04-03T19:22:00,192.168.201.45,34.120.25.29,tcp,420,0.33,2,1272.73,time_wait,anomaly,spoofing
2026-04-03T19:23:00,172.19.45.247,77.99.94.14,tcp,398,0.32,2,1243.75,reset,anomaly,spoofing
2026-04-03T19:24:00,181.237.195.16,172.29.238.217,udp,2139,0.42,1,1782.92,reset,anomaly,protocol_threat
2026-04-03T19:25:00,224.185.247.67,172.27.213.27,udp,4108,0.81,0,4541.25,reset,anomaly,protocol_threat
2026-04-03T19:26:00,100.98.11.108,172.17.128.91,icmp,2578,0.4,8,5996.62,closed,anomaly,protocol_threat
2026-04-03T19:27:00,10.74.12.173,10.97.165.45,udp,126,1.27,2,99.21,fin_wait,normal,normal
2026-04-03T19:28:00,192.168.155.19,10.245.145.7,udp,2296,0.75,0,3061.33,syn_sent,normal,normal
2026-04-03T19:29:00,172.17.71.29,172.22.55.1,udp,935,0.71,18,1316.9,established,normal,normal
2026-04-03T19:30:00,192.168.228.29,192.168.228.29,udp,399,0.73,F,546.58,time_wait,anomaly,spoofing
2026-04-03T19:31:00,172.29.84.179,65.159.92.185,udp,1161,1.28,,907.03,time_wait,anomaly,spoofing
2026-04-03T19:32:00,172.29.42.55,28.83.237.3,icmp,130,0.19,18,684.21,syn_recv,anomaly,spoofing
2026-04-03T19:33:00,192.168.64.41,192.168.64.41,tcp,509,1.48,0,343.92,closed,anomaly,spoofing
2026-04-03T19:34:00,110.88.210.165,192.168.243.177,icmp,2938,0.82,1,2009.5,unknown,anomaly,protocol_threat
2026-04-03T19:35:00,126.59.139.217,192.168.7.83,icmp,897,0.45,0,1829.83,syn_sent,anomaly,protocol_threat
2026-04-03T19:36:00,192.49.71.1,172.27.98.241,tcp,5978,0.14,1,6166.46,syn_sent,anomaly,protocol_threat
2026-04-03T19:37:00,10.91.50.96,192.168.111.92,icmp,570,3.75,16,152.0,syn_recv,normal,normal
2026-04-03T19:38:00,192.168.212.136,10.120.140.127,icmp,1782,2.56,0,696.09,fin_wait,normal,normal
2026-04-03T19:39:00,10.239.166.125,10.17.177.21,tcp,109,0.72,24,151.39,reset,normal,normal
2026-04-03T19:40:00,192.168.207.245,92.57.237.253,udp,1159,0.38,18,3050.0,syn_recv,anomaly,spoofing
2026-04-03T19:41:00,192.168.205.82,25.175.13.93,tcp,91,0.95,"S,P",95.79,closed,anomaly,spoofing
2026-04-03T19:42:00,172.23.217.212,172.23.217.212,udp,418,0.38,,1100.0,closed,anomaly,spoofing
2026-04-03T19:43:00,192.168.192.237,165.192.11.8,icmp,1144,0.65,2,1760.0,time_wait,anomaly,spoofing
2026-04-03T19:44:00,236.110.202.76,10.173.210.128,tcp,4382,0.41,,9013.24,reset,anomaly,protocol_threat
2026-04-03T19:45:00,88.230.99.208,172.31.190.128,udp,313,0.89,0,4310.09,closed,anomaly,protocol_threat
2026-04-03T19:46:00,14.2.84.110,192.168.107.57,icmp,2978,0.18,8,5803.3,closed,anomaly,protocol_threat
2026-04-03T19:47:00,192.168.123.12,10.130.204.126,tcp,479,1.17,24,409.4,established,normal,normal
2026-04-03T19:48:00,192.168.58.145,172.18.122.150,tcp,1398,1.05,2,1331.43,syn_recv,normal,normal
2026-04-03T19:49:00,10.154.240.32,192.168.176.215,udp,887,2.53,16,350.59,established,normal,normal
2026-04-03T19:50:00,10.24.181.27,109.219.215.213,udp,173,1.07,F,161.68,reset,anomaly,spoofing
2026-04-03T19:51:00,10.126.202.158,10.126.202.158,udp,690,0.92,"S,P",750.0,time_wait,anomaly,spoofing
2026-04-03T19:52:00,192.168.247.2,240.203.212.200,icmp,619,0.26,,2380.77,syn_sent,anomaly,spoofing
2026-04-03T19:53:00,172.26.178.227,39.195.130.61,icmp,478,0.12,,3983.33,syn_sent,anomaly,spoofing
2026-04-03T19:54:00,141.242.90.107,192.168.92.236,icmp,4780,0.73,0,3949.77,syn_sent,anomaly,protocol_threat
2026-04-03T19:55:00,69.108.148.67,172.29.73.46,udp,4823,0.7,8,5494.96,unknown,anomaly,protocol_threat
2026-04-03T19:56:00,247.211.247.151,10.145.91.141,tcp,5184,0.9,1,11884.06,closed,anomaly,protocol_threat
2026-04-03T19:57:00,192.168.135.31,192.168.76.185,icmp,325,2.39,24,135.98,established,normal,normal
2026-04-03T19:58:00,172.19.90.149,172.31.245.227,tcp,701,3.06,24,229.08,syn_sent,normal,normal
2026-04-03T19:59:00,172.31.197.82,10.119.126.30,icmp,1445,1.77,0,816.38,syn_recv,normal,normal
2026-04-03T20:00:00,10.123.133.145,10.123.133.145,icmp,680,0.14,"S,A",4857.14,syn_sent,anomaly,spoofing
2026-04-03T20:01:00,10.148.23.47,80.203.88.82,tcp,503,0.65,,773.85,closed,anomaly,spoofing
2026-04-03T20:02:00,172.21.225.216,33.193.55.4,udp,417,0.57,F,731.58,reset,anomaly,spoofing
2026-04-03T20:03:00,10.206.60.210,10.206.60.210,icmp,810,0.27,"S,P",3000.0,reset,anomaly,spoofing
2026-04-03T20:04:00,141.137.149.149,10.136.17.63,icmp,3402,0.5,1,6271.19,syn_sent,anomaly,protocol_threat
2026-04-03T20:05:00,232.108.64.221,10.4.155.252,icmp,3338,0.19,0,4399.48,closed,anomaly,protocol_threat
2026-04-03T20:06:00,169.191.219.23,192.168.43.124,tcp,2601,0.68,,7502.04,closed,anomaly,protocol_threat
2026-04-03T20:07:00,10.52.138.244,172.21.241.101,tcp,1427,3.27,18,436.39,fin_wait,normal,normal
2026-04-03T20:08:00,172.25.187.143,172.18.254.153,tcp,1898,2.99,24,634.78,established,normal,normal
2026-04-03T20:09:00,172.20.5.61,192.168.71.162,udp,927,0.44,16,2106.82,established,normal,normal
2026-04-03T20:10:00,192.168.115.98,236.2.4.219,tcp,110,0.26,"S,P",423.08,reset,anomaly,spoofing
2026-04-03T20:11:00,172.19.112.137,97.157.114.154,udp,75,1.24,18,60.48,time_wait,anomaly,spoofing
2026-04-03T20:12:00,192.168.163.2,192.168.163.2,udp,343,0.98,F,350.0,syn_recv,anomaly,spoofing
2026-04-03T20:13:00,192.168.211.73,123.175.79.237,icmp,541,0.95,F,569.47,reset,anomaly,spoofing
2026-04-03T20:14:00,70.134.141.60,192.168.25.212,tcp,3807,0.86,1,3707.29,reset,anomaly,protocol_threat
2026-04-03T20:15:00,168.135.36.150,10.168.120.78,udp,1538,0.55,0,10000.42,syn_sent,anomaly,protocol_threat
2026-04-03T20:16:00,54.51.90.91,10.212.227.163,udp,293,0.9,1,11631.17,reset,anomaly,protocol_threat
2026-04-03T20:17:00,192.168.13.121,192.168.61.249,icmp,1768,2.95,16,599.32,fin_wait,normal,normal
2026-04-03T20:18:00,172.22.140.214,10.188.250.92,icmp,369,4.15,2,88.92,fin_wait,normal,normal
2026-04-03T20:19:00,172.22.220.31,172.18.141.251,icmp,891,4.48,18,198.88,closed,normal,normal
2026-04-03T20:20:00,10.133.146.205,91.155.70.51,tcp,1061,0.46,"S,P",2306.52,closed,anomaly,spoofing
2026-04-03T20:21:00,192.168.110.236,192.168.110.236,udp,1183,0.02,2,59150.0,time_wait,anomaly,spoofing
2026-04-03T20:22:00,10.95.169.52,232.104.186.190,tcp,972,1.26,0,771.43,syn_sent,anomaly,spoofing
2026-04-03T20:23:00,172.22.206.41,50.216.76.43,udp,323,1.04,"S,A",310.58,reset,anomaly,spoofing
2026-04-03T20:24:00,149.147.92.119,10.199.87.20,udp,2422,0.4,1,11773.7,unknown,anomaly,protocol_threat
2026-04-03T20:25:00,53.134.182.21,192.168.152.15,icmp,4381,0.61,0,3578.98,reset,anomaly,protocol_threat
2026-04-03T20:26:00,197.143.151.106,192.168.186.67,tcp,5877,0.14,1,3139.72,closed,anomaly,protocol_threat
2026-04-03T20:27:00,10.173.18.140,192.168.66.68,icmp,1479,4.33,24,341.57,closed,normal,normal
2026-04-03T20:28:00,172.19.181.229,10.168.39.47,tcp,2241,0.3,18,7470.0,reset,normal,normal
2026-04-03T20:29:00,172.28.157.46,192.168.37.211,udp,930,0.51,2,1823.53,syn_sent,normal,normal
2026-04-03T20:30:00,172.29.172.92,172.29.172.92,icmp,805,1.0,0,805.0,closed,anomaly,spoofing
2026-04-03T20:31:00,172.28.48.203,187.66.126.92,udp,472,1.02,18,462.75,closed,anomaly,spoofing
2026-04-03T20:32:00,10.3.209.68,249.91.163.107,udp,249,0.45,0,553.33,syn_sent,anomaly,spoofing
2026-04-03T20:33:00,192.168.104.209,192.168.104.209,icmp,1108,0.9,"S,A",1231.11,syn_sent,anomaly,spoofing
2026-04-03T20:34:00,11.120.26.89,192.168.208.18,udp,5290,0.18,8,2724.26,closed,anomaly,protocol_threat
2026-04-03T20:35:00,91.40.95.147,192.168.98.240,icmp,5870,0.29,,8734.9,unknown,anomaly,protocol_threat
2026-04-03T20:36:00,250.202.134.23,192.168.80.184,udp,261,0.23,0,7642.89,syn_sent,anomaly,protocol_threat
2026-04-03T20:37:00,10.244.107.158,172.28.178.161,tcp,679,1.47,2,461.9,fin_wait,normal,normal
2026-04-03T20:38:00,192.168.96.251,192.168.225.232,icmp,906,3.0,0,302.0,reset,normal,normal
2026-04-03T20:39:00,172.24.20.178,10.207.43.35,tcp,1493,3.13,18,477.0,established,normal,normal
2026-04-03T20:40:00,172.28.192.39,87.75.206.195,icmp,997,0.86,"S,A",1159.3,reset,anomaly,spoofing
2026-04-03T20:41:00,192.168.59.231,131.143.69.111,udp,933,0.83,0,1124.1,closed,anomaly,spoofing
2026-04-03T20:42:00,10.40.95.13,10.40.95.13,tcp,942,1.09,F,864.22,closed,anomaly,spoofing
2026-04-03T20:43:00,10.172.117.59,199.193.151.73,udp,1015,1.18,,860.17,closed,anomaly,spoofing
2026-04-03T20:44:00,37.231.116.155,10.141.163.36,icmp,3374,0.42,8,11490.37,unknown,anomaly,protocol_threat
2026-04-03T20:45:00,184.106.16.253,172.31.47.230,icmp,4751,0.52,0,9679.66,unknown,anomaly,protocol_threat
2026-04-03T20:46:00,92.177.244.219,192.168.57.89,icmp,583,0.16,1,7482.25,closed,anomaly,protocol_threat
2026-04-03T20:47:00,10.56.11.179,172.22.142.39,tcp,1483,2.8,0,529.64,fin_wait,normal,normal
2026-04-03T20:48:00,10.66.21.254,10.151.50.81,udp,1996,3.55,0,562.25,syn_recv,normal,normal
2026-04-03T20:49:00,192.168.88.64,192.168.77.157,tcp,88,4.05,16,21.73,syn_sent,normal,normal
2026-04-03T20:50:00,172.27.9.191,71.66.86.183,tcp,960,0.5,0,1920.0,reset,anomaly,spoofing
2026-04-03T20:51:00,192.168.122.125,192.168.122.125,icmp,866,0.66,18,1312.12,closed,anomaly,spoofing
2026-04-03T20:52:00,192.168.103.226,35.55.11.184,icmp,789,1.03,0,766.02,syn_recv,anomaly,spoofing
2026-04-03T20:53:00,172.31.15.99,112.174.129.197,udp,786,1.08,,727.78,syn_sent,anomaly,spoofing
2026-04-03T20:54:00,14.45.71.116,172.31.5.121,icmp,285,0.24,1,1600.03,closed,anomaly,protocol_threat
2026-04-03T20:55:00,134.13.156.179,192.168.38.110,udp,5979,0.65,,7786.73,reset,anomaly,protocol_threat
2026-04-03T20:56:00,70.196.131.17,10.151.119.142,icmp,1673,0.54,,9244.47,unknown,anomaly,protocol_threat
2026-04-03T20:57:00,172.22.152.71,10.163.222.102,udp,1251,3.29,0,380.24,closed,normal,normal
2026-04-03T20:58:00,172.19.62.191,172.17.222.223,tcp,393,1.63,18,241.1,closed,normal,normal
2026-04-03T20:59:00,192.168.69.245,172.19.1.121,icmp,2374,4.44,18,534.68,syn_recv,normal,normal
2026-04-03T21:00:00,172.29.86.104,172.29.86.104,udp,817,1.13,"S,A",723.01,time_wait,anomaly,spoofing
2026-04-03T21:01:00,192.168.24.104,222.236.2.49,tcp,210,0.7,0,300.0,syn_recv,anomaly,spoofing
2026-04-03T21:02:00,192.168.237.116,8.2.83.210,tcp,232,0.27,S,859.26,time_wait,anomaly,spoofing
2026-04-03T21:03:00,172.23.127.116,172.23.127.116,tcp,321,0.95,F,337.89,closed,anomaly,spoofing
2026-04-03T21:04:00,58.194.93.75,192.168.20.101,udp,1082,0.53,,6540.59,unknown,anomaly,protocol_threat
2026-04-03T21:05:00,96.205.252.130,172.29.200.198,udp,1532,0.31,0,10921.35,syn_sent,anomaly,protocol_threat
2026-04-03T21:06:00,151.23.14.86,192.168.233.182,udp,3577,0.08,,11485.52,unknown,anomaly,protocol_threat
2026-04-03T21:07:00,172.17.252.206,172.24.226.192,tcp,1548,0.08,16,19350.0,syn_sent,normal,normal
2026-04-03T21:08:00,172.28.198.198,192.168.236.146,icmp,1120,0.48,24,2333.33,fin_wait,normal,normal
2026-04-03T21:09:00,172.29.15.200,10.180.82.6,icmp,2318,1.57,0,1476.43,syn_sent,normal,normal
2026-04-03T21:10:00,192.168.58.80,65.222.121.253,udp,48,0.74,"S,P",64.86,time_wait,anomaly,spoofing
2026-04-03T21:11:00,172.19.168.190,157.252.41.132,tcp,248,0.22,"S,P",1127.27,syn_recv,anomaly,spoofing
2026-04-03T21:12:00,192.168.61.242,192.168.61.242,udp,1119,1.4,"S,P",799.29,reset,anomaly,spoofing
2026-04-03T21:13:00,172.28.42.227,208.181.121.201,udp,691,0.14,F,4935.71,time_wait,anomaly,spoofing
2026-04-03T21:14:00,39.111.50.213,10.0.19.172,udp,4915,0.41,0,2199.55,unknown,anomaly,protocol_threat
2026-04-03T21:15:00,168.120.149.116,10.133.113.138,icmp,5005,0.73,0,7734.47,reset,anomaly,protocol_threat
2026-04-03T21:16:00,195.214.163.42,172.17.33.5,udp,1755,0.42,0,2611.21,closed,anomaly,protocol_threat
2026-04-03T21:17:00,192.168.200.98,172.23.2.169,udp,188,3.0,16,62.67,reset,normal,normal
2026-04-03T21:18:00,10.15.182.137,192.168.132.78,udp,1018,1.9,2,535.79,syn_sent,normal,normal
2026-04-03T21:19:00,192.168.200.194,192.168.194.44,tcp,2173,1.87,2,1162.03,closed,normal,normal
2026-04-03T21:20:00,192.168.69.193,88.212.244.27,tcp,395,1.34,2,294.78,closed,anomaly,spoofing
2026-04-03T21:21:00,10.20.109.27,10.20.109.27,icmp,1085,0.16,F,6781.25,reset,anomaly,spoofing
2026-04-03T21:22:00,10.50.184.2,245.235.249.79,udp,915,0.17,2,5382.35,time_wait,anomaly,spoofing
2026-04-03T21:23:00,192.168.182.49,37.30.152.143,tcp,1179,0.97,S,1215.46,syn_recv,anomaly,spoofing
2026-04-03T21:24:00,64.1.124.192,10.228.142.235,udp,4494,0.02,8,7445.94,closed,anomaly,protocol_threat
2026-04-03T21:25:00,138.6.13.97,10.135.190.185,udp,1529,0.25,1,4408.88,unknown,anomaly,protocol_threat
2026-04-03T21:26:00,18.146.46.117,10.13.208.251,udp,4103,0.18,0,1656.87,syn_sent,anomaly,protocol_threat
2026-04-03T21:27:00,10.89.12.12,192.168.177.165,tcp,1155,1.25,2,924.0,syn_recv,normal,normal
2026-04-03T21:28:00,192.168.230.18,10.99.213.241,udp,1795,2.46,16,729.67,syn_sent,normal,normal
2026-04-03T21:29:00,192.168.46.132,172.19.19.254,udp,630,4.17,2,151.08,fin_wait,normal,normal
2026-04-03T21:30:00,172.17.56.95,172.17.56.95,udp,396,0.52,"S,A",761.54,syn_sent,anomaly,spoofing
2026-04-03T21:31:00,192.168.35.117,125.230.222.119,icmp,944,0.18,"S,P",5244.44,syn_sent,anomaly,spoofing
2026-04-03T21:32:00,172.22.90.137,33.180.75.155,icmp,368,0.49,"S,A",751.02,syn_sent,anomaly,spoofing
2026-04-03T21:33:00,192.168.103.173,192.168.103.173,udp,706,0.05,"S,A",14120.0,syn_recv,anomaly,spoofing
2026-04-03T21:34:00,14.4.168.253,172.24.49.216,udp,3017,0.01,0,8803.28,syn_sent,anomaly,protocol_threat
2026-04-03T21:35:00,14.107.201.164,172.22.27.85,icmp,4995,0.34,,5306.52,syn_sent,anomaly,protocol_threat
2026-04-03T21:36:00,44.3.144.33,192.168.231.61,tcp,4059,0.18,,7745.62,closed,anomaly,protocol_threat
2026-04-03T21:37:00,10.202.173.211,192.168.26.202,tcp,999,1.6,2,624.38,reset,normal,normal
2026-04-03T21:38:00,10.117.200.215,10.85.32.247,udp,1023,3.21,24,318.69,established,normal,normal
2026-04-03T21:39:00,10.130.47.28,10.223.92.86,icmp,2167,4.43,18,489.16,reset,normal,normal
2026-04-03T21:40:00,172.25.182.152,50.163.104.103,icmp,200,0.2,0,1000.0,syn_sent,anomaly,spoofing
2026-04-03T21:41:00,172.21.160.25,4.80.115.39,tcp,83,0.03,F,2766.67,time_wait,anomaly,spoofing
2026-04-03T21:42:00,192.168.180.3,192.168.180.3,udp,1194,0.93,"S,A",1283.87,syn_recv,anomaly,spoofing
2026-04-03T21:43:00,172.25.19.16,224.183.206.88,tcp,408,1.41,F,289.36,syn_sent,anomaly,spoofing
2026-04-03T21:44:00,212.180.47.13,192.168.153.110,tcp,251,0.36,1,6576.66,unknown,anomaly,protocol_threat
2026-04-03T21:45:00,151.251.115.60,172.23.82.51,udp,5450,0.35,0,2803.42,reset,anomaly,protocol_threat
2026-04-03T21:46:00,7.46.241.64,192.168.120.58,icmp,2466,0.56,8,4310.08,closed,anomaly,protocol_threat
2026-04-03T21:47:00,10.193.85.35,172.22.21.180,udp,2261,2.92,24,774.32,fin_wait,normal,normal
2026-04-03T21:48:00,10.217.232.233,192.168.59.193,icmp,1398,1.86,18,751.61,syn_sent,normal,normal
2026-04-03T21:49:00,192.168.171.215,10.204.242.11,udp,1824,2.85,0,640.0,syn_recv,normal,normal
2026-04-03T21:50:00,192.168.119.185,2.13.52.101,tcp,892,1.34,18,665.67,closed,anomaly,spoofing
2026-04-03T21:51:00,192.168.120.197,192.168.120.197,icmp,839,0.6,F,1398.33,closed,anomaly,spoofing
2026-04-03T21:52:00,192.168.45.76,182.4.118.202,udp,83,0.9,2,92.22,reset,anomaly,spoofing
2026-04-03T21:53:00,172.21.32.29,23.172.205.47,tcp,1002,0.88,,1138.64,reset,anomaly,spoofing
2026-04-03T21:54:00,77.124.116.102,192.168.163.37,udp,838,0.84,0,8670.02,unknown,anomaly,protocol_threat
2026-04-03T21:55:00,51.47.214.248,10.80.206.103,tcp,4527,0.18,1,4975.1,reset,anomaly,protocol_threat
2026-04-03T21:56:00,186.139.30.207,10.149.215.189,tcp,4189,0.38,1,9150.73,unknown,anomaly,protocol_threat
2026-04-03T21:57:00,172.29.111.43,172.17.53.191,udp,1609,1.05,24,1532.38,syn_recv,normal,normal
2026-04-03T21:58:00,10.122.102.106,192.168.214.192,udp,438,0.59,2,742.37,established,normal,normal
2026-04-03T21:59:00,10.79.0.132,10.29.131.173,icmp,1426,0.39,0,3656.41,syn_recv,normal,normal
2026-04-03T22:00:00,192.168.129.235,192.168.129.235,icmp,201,0.29,2,693.1,syn_recv,anomaly,spoofing
2026-04-03T22:01:00,10.112.173.228,178.127.250.84,tcp,445,0.62,0,717.74,syn_sent,anomaly,spoofing
2026-04-03T22:02:00,172.27.128.20,135.12.175.198,icmp,891,1.4,,636.43,syn_sent,anomaly,spoofing
2026-04-03T22:03:00,10.215.66.163,10.215.66.163,tcp,1174,0.23,"S,P",5104.35,time_wait,anomaly,spoofing
2026-04-03T22:04:00,217.94.206.174,10.108.38.178,tcp,573,0.3,8,11991.14,syn_sent,anomaly,protocol_threat
2026-04-03T22:05:00,247.7.69.199,192.168.6.102,udp,3188,0.35,0,6156.48,closed,anomaly,protocol_threat
2026-04-03T22:06:00,146.63.44.214,10.84.50.144,tcp,1080,0.66,,7173.88,unknown,anomaly,protocol_threat
2026-04-03T22:07:00,10.60.125.196,172.31.111.14,icmp,261,3.47,18,75.22,syn_sent,normal,normal
2026-04-03T22:08:00,10.113.30.105,192.168.203.43,tcp,849,1.94,24,437.63,closed,normal,normal
2026-04-03T22:09:00,10.54.153.158,10.32.128.96,tcp,632,3.51,16,180.06,reset,normal,normal
