timestamp,src_ip,dst_ip,protocol,packet_size,duration,tcp_flags,byte_rate,connection_state
2026-04-04T02:27:00,32.228.229.207,172.18.107.181,udp,3680,0.19,R,7416.58,syn_sent
2026-04-04T02:27:30,172.30.28.88,192.168.153.80,icmp,917,4.36,24,210.32,established
2026-04-04T02:28:00,172.28.237.131,10.11.45.1,icmp,971,2.18,18,445.41,closed
2026-04-04T02:28:30,10.14.150.155,192.168.184.219,tcp,2280,2.04,24,1117.65,closed
2026-04-04T02:29:00,192.168.86.204,192.168.31.180,udp,751,1.24,2,605.65,established
2026-04-04T02:29:30,192.168.89.254,172.17.6.248,udp,382,4.38,18,87.21,closed
2026-04-04T02:30:00,93.210.70.38,172.17.32.77,udp,522,0.27,1,13460.74,closed
2026-04-04T02:30:30,118.124.246.171,10.49.81.127,udp,489,0.2,8,6502.77,unknown
2026-04-04T02:31:00,99.60.50.235,192.168.126.199,icmp,364,0.07,1,7751.12,unknown
2026-04-04T02:31:30,132.23.95.34,192.168.98.207,udp,286,0.21,0,14094.46,unknown
2026-04-04T02:32:00,181.86.11.185,192.168.96.7,icmp,892,0.19,R,3215.9,reset
2026-04-04T02:32:30,36.146.168.55,10.202.16.110,udp,505,0.19,R,13432.39,syn_sent
2026-04-04T02:33:00,69.135.117.114,172.27.39.151,udp,117,0.05,R,5393.57,closed
2026-04-04T02:33:30,239.26.6.56,192.168.238.107,icmp,580,0.16,R,10905.24,unknown
2026-04-04T02:34:00,192.152.245.218,192.168.88.227,icmp,184,0.24,,14555.26,reset
2026-04-04T02:34:30,80.187.131.122,10.207.134.169,icmp,582,0.22,R,2689.83,unknown
2026-04-04T02:35:00,208.156.54.187,192.168.76.12,icmp,58,0.13,,4340.97,reset
2026-04-04T02:35:30,35.177.186.230,192.168.139.82,udp,804,0.23,,13795.34,syn_sent
2026-04-04T02:36:00,113.73.125.75,172.25.102.139,udp,488,0.19,1,13202.15,closed
2026-04-04T02:36:30,247.5.204.149,172.22.13.205,icmp,102,0.21,8,4470.97,syn_sent
2026-04-04T02:37:00,126.181.229.183,172.29.226.245,udp,628,0.14,0,2570.64,reset
2026-04-04T02:37:30,36.191.215.97,10.221.166.112,udp,122,0.33,0,14616.48,closed
2026-04-04T02:38:00,207.199.165.83,10.142.214.66,udp,56,0.07,0,8952.15,syn_sent
2026-04-04T02:38:30,65.130.218.22,192.168.213.29,icmp,203,0.31,R,12765.94,unknown
2026-04-04T02:39:00,242.147.31.147,192.168.8.64,udp,120,0.06,,8265.32,reset
2026-04-04T02:39:30,186.66.15.195,192.168.0.119,udp,781,0.26,R,11046.36,syn_sent
2026-04-04T02:40:00,245.78.7.75,192.168.37.3,icmp,588,0.04,1,13720.48,syn_sent
2026-04-04T02:40:30,23.143.185.251,10.13.12.34,icmp,138,0.03,8,7251.23,reset
2026-04-04T02:41:00,98.132.108.62,172.20.197.40,udp,581,0.16,8,11110.87,closed
2026-04-04T02:41:30,50.26.35.51,10.39.45.232,udp,859,0.06,8,11286.16,reset
2026-04-04T02:42:00,33.211.11.204,10.129.133.36,udp,476,0.03,1,11746.35,reset
2026-04-04T02:42:30,57.111.187.67,192.168.185.161,udp,219,0.14,,3192.0,closed
2026-04-04T02:43:00,5.87.226.253,172.16.135.87,icmp,879,0.39,R,10735.67,syn_sent
2026-04-04T02:43:30,178.101.215.38,10.94.134.158,udp,813,0.04,0,10995.24,closed
2026-04-04T02:44:00,217.6.103.218,172.23.251.97,udp,105,0.18,0,11542.65,unknown
2026-04-04T02:44:30,142.25.123.191,172.19.132.95,udp,621,0.17,0,3867.96,reset
2026-04-04T02:45:00,113.16.215.212,172.26.52.30,icmp,204,0.26,8,7910.37,reset
2026-04-04T02:45:30,7.148.18.180,10.247.22.2,udp,215,0.26,R,13082.93,closed
2026-04-04T02:46:00,183.55.190.102,172.20.225.208,icmp,124,0.16,R,14001.59,unknown
2026-04-04T02:46:30,21.205.190.82,192.168.78.71,icmp,879,0.29,,6178.15,reset
2026-04-04T02:47:00,98.237.70.145,192.168.170.26,udp,896,0.32,,7732.27,reset
2026-04-04T02:47:30,117.33.71.120,10.11.115.118,udp,575,0.12,1,6216.47,unknown
2026-04-04T02:48:00,219.110.17.128,172.16.61.121,udp,480,0.16,R,2506.73,syn_sent
2026-04-04T02:48:30,4.225.43.19,192.168.130.128,icmp,734,0.25,R,6187.66,reset
2026-04-04T02:49:00,70.254.188.82,172.24.213.112,icmp,401,0.27,1,13991.59,syn_sent
2026-04-04T02:49:30,86.174.205.164,192.168.240.221,icmp,507,0.3,0,10572.33,syn_sent
2026-04-04T02:50:00,73.8.25.31,192.168.19.154,udp,557,0.39,8,11961.87,unknown
2026-04-04T02:50:30,223.176.114.224,192.168.167.200,udp,65,0.37,0,4830.65,closed
2026-04-04T02:51:00,49.153.123.22,10.35.157.242,udp,581,0.31,8,8194.02,syn_sent
2026-04-04T02:51:30,68.83.142.223,192.168.240.117,udp,376,0.09,1,4450.8,syn_sent
2026-04-04T02:52:00,168.229.156.231,192.168.122.10,udp,70,0.3,,3751.31,reset
2026-04-04T02:52:30,39.181.198.183,10.186.96.58,udp,304,0.36,0,3026.18,reset
2026-04-04T02:53:00,106.108.179.95,10.247.178.200,icmp,355,0.36,,4078.37,closed
2026-04-04T02:53:30,127.138.86.82,10.123.134.99,icmp,659,0.33,0,11835.99,closed
2026-04-04T02:54:00,12.115.26.21,172.30.254.213,udp,897,0.23,R,14301.4,closed
2026-04-04T02:54:30,87.212.164.23,172.19.121.191,udp,190,0.31,0,4035.2,closed
2026-04-04T02:55:00,88.141.48.15,172.31.204.38,icmp,668,0.32,0,3477.09,syn_sent
2026-04-04T02:55:30,47.141.124.198,10.128.126.103,icmp,728,0.26,0,6540.87,reset
2026-04-04T02:56:00,232.170.245.180,10.179.234.58,icmp,275,0.11,R,12314.17,syn_sent
2026-04-04T02:56:30,233.83.19.63,192.168.93.76,icmp,506,0.06,R,3336.05,unknown
2026-04-04T02:57:00,199.226.211.145,192.168.126.187,udp,686,0.11,1,14099.7,syn_sent
2026-04-04T02:57:30,230.32.128.81,172.24.184.42,icmp,541,0.29,8,11776.92,syn_sent
2026-04-04T02:58:00,208.135.254.187,172.30.137.159,icmp,787,0.35,8,7201.24,syn_sent
2026-04-04T02:58:30,115.81.199.204,192.168.248.239,icmp,601,0.19,8,9898.2,unknown
2026-04-04T02:59:00,231.32.1.61,172.25.104.43,udp,751,0.13,,4014.96,reset
2026-04-04T02:59:30,181.3.32.18,172.30.81.83,udp,250,0.11,R,11252.91,unknown
2026-04-04T03:00:00,35.50.142.199,192.168.182.56,udp,842,0.13,8,10951.83,unknown
2026-04-04T03:00:30,159.40.10.217,192.168.133.178,udp,97,0.23,0,8074.08,closed
2026-04-04T03:01:00,188.174.228.182,192.168.233.186,udp,687,0.13,1,8389.25,syn_sent
2026-04-04T03:01:30,91.177.48.91,172.19.249.211,icmp,770,0.38,0,12503.97,unknown
2026-04-04T03:02:00,124.160.79.101,10.241.191.232,udp,823,0.13,1,14188.57,unknown
2026-04-04T03:02:30,144.231.72.189,172.26.186.73,icmp,348,0.03,0,12746.32,closed
2026-04-04T03:03:00,134.60.189.68,192.168.38.156,udp,235,0.26,8,14341.08,unknown
2026-04-04T03:03:30,10.102.180.67,116.169.184.206,icmp,1530,0.2,16,7650.0,reset
2026-04-04T03:04:00,172.16.166.16,172.16.166.16,icmp,480,0.22,16,2181.82,syn_recv
2026-04-04T03:04:30,10.178.105.92,42.27.206.191,udp,116,0.11,,1054.55,reset
2026-04-04T03:05:00,192.168.19.169,192.168.19.169,udp,78,0.43,S,181.4,closed
2026-04-04T03:05:30,10.217.136.198,93.210.89.96,udp,1203,1.74,16,691.38,syn_sent
2026-04-04T03:06:00,10.85.70.181,10.85.70.181,icmp,815,0.76,18,1072.37,closed
2026-04-04T03:06:30,172.22.229.89,10.175.58.114,icmp,1284,1.62,16,792.59,reset
2026-04-04T03:07:00,192.168.173.76,192.168.173.76,icmp,899,1.16,16,775.0,closed
2026-04-04T03:07:30,10.75.173.23,4.97.56.30,tcp,863,1.55,16,556.77,syn_sent
2026-04-04T03:08:00,172.18.23.170,172.18.23.170,icmp,932,1.69,S,551.48,syn_recv
2026-04-04T03:08:30,10.205.92.218,23.86.70.214,icmp,823,1.01,16,814.85,syn_sent
2026-04-04T03:09:00,10.248.207.147,10.248.207.147,tcp,710,1.97,18,360.41,syn_sent
2026-04-04T03:09:30,172.29.170.79,109.19.168.43,tcp,1523,0.66,,2307.58,closed
2026-04-04T03:10:00,172.28.26.141,172.28.26.141,tcp,1066,1.56,F,683.33,reset
2026-04-04T03:10:30,192.168.96.254,190.107.106.178,udp,974,0.96,,1014.58,closed
2026-04-04T03:11:00,172.30.5.153,172.30.5.153,icmp,618,0.03,"S,A",20600.0,syn_sent
2026-04-04T03:11:30,10.116.87.85,140.22.170.39,udp,709,0.5,F,1418.0,syn_sent
2026-04-04T03:12:00,192.168.94.222,192.168.94.222,icmp,1272,0.61,F,2085.25,syn_sent
2026-04-04T03:12:30,192.168.163.44,104.222.138.238,icmp,411,1.47,"S,A",279.59,syn_sent
2026-04-04T03:13:00,192.168.19.142,192.168.19.142,udp,705,0.1,S,7050.0,closed
2026-04-04T03:13:30,252.211.174.171,192.168.168.34,tcp,3404,0.35,S,4292.35,established
2026-04-04T03:14:00,92.182.187.66,172.26.161.151,udp,5131,1.15,,16829.53,reset
2026-04-04T03:14:30,60.22.216.201,192.168.108.135,udp,3673,0.04,,7571.22,established
2026-04-04T03:15:00,179.168.100.110,10.198.159.244,tcp,3141,0.67,F,10035.91,reset
2026-04-04T03:15:30,108.241.195.214,172.25.68.155,icmp,3558,1.05,R,6580.22,reset
2026-04-04T03:16:00,74.142.151.241,172.21.47.175,icmp,4657,0.26,F,4728.49,fin_wait
2026-04-04T03:16:30,211.41.59.91,172.21.98.49,icmp,3323,0.84,,8533.88,reset
2026-04-04T03:17:00,238.224.115.84,172.21.164.240,icmp,3258,0.68,S,11590.79,syn_sent
2026-04-04T03:17:30,192.168.30.33,172.23.100.179,tcp,723,0.57,2,1268.42,time_wait
2026-04-04T03:18:00,192.168.209.149,172.31.153.191,icmp,552,4.58,16,120.52,closed
2026-04-04T03:18:30,192.168.146.17,10.28.212.214,udp,1812,3.92,18,462.24,time_wait
2026-04-04T03:19:00,192.168.252.136,192.168.163.151,udp,640,1.59,2,402.52,established
2026-04-04T03:19:30,172.20.96.23,192.168.194.64,icmp,1257,4.61,18,272.67,time_wait
2026-04-04T03:20:00,123.77.196.48,192.168.73.57,udp,227,0.32,0,13308.11,reset
2026-04-04T03:20:30,239.223.234.183,192.168.3.66,udp,804,0.35,0,4268.21,closed
2026-04-04T03:21:00,30.31.36.172,10.64.149.72,icmp,263,0.1,0,4528.36,syn_sent
2026-04-04T03:21:30,61.73.131.156,192.168.250.159,udp,850,0.3,1,11401.83,reset
2026-04-04T03:22:00,14.157.200.71,172.24.125.248,icmp,756,0.17,,12173.38,unknown
2026-04-04T03:22:30,139.105.134.149,192.168.209.65,udp,393,0.09,R,10540.99,reset
2026-04-04T03:23:00,56.196.99.127,172.18.51.254,icmp,188,0.27,8,12817.27,reset
2026-04-04T03:23:30,83.108.194.212,10.54.31.229,udp,709,0.38,,9324.35,unknown
2026-04-04T03:24:00,111.217.38.101,172.21.133.194,udp,432,0.4,R,6817.03,closed
2026-04-04T03:24:30,222.118.150.163,172.21.200.68,udp,283,0.25,R,13138.34,reset
2026-04-04T03:25:00,170.104.89.108,172.31.0.214,udp,577,0.07,0,11366.55,reset
2026-04-04T03:25:30,154.53.52.186,172.27.204.242,icmp,622,0.19,8,9014.08,unknown
2026-04-04T03:26:00,183.230.39.162,192.168.106.170,udp,489,0.01,8,13091.42,syn_sent
2026-04-04T03:26:30,12.42.136.169,172.31.148.156,udp,386,0.24,R,13158.75,reset
2026-04-04T03:27:00,182.114.77.139,192.168.77.45,udp,334,0.39,0,13927.93,reset
2026-04-04T03:27:30,191.158.1.184,172.25.29.151,udp,481,0.34,8,8387.73,closed
2026-04-04T03:28:00,132.36.160.240,172.31.182.74,icmp,358,0.32,,14702.31,syn_sent
2026-04-04T03:28:30,76.29.125.112,172.31.233.77,udp,711,0.08,,7415.41,syn_sent
2026-04-04T03:29:00,165.74.42.98,192.168.98.81,udp,375,0.27,R,9446.95,syn_sent
2026-04-04T03:29:30,121.9.94.232,192.168.208.84,icmp,792,0.28,0,13919.64,unknown
2026-04-04T03:30:00,71.76.76.203,192.168.29.164,icmp,501,0.21,R,9936.26,syn_sent
2026-04-04T03:30:30,58.221.136.249,172.23.110.177,icmp,678,0.03,,4463.6,reset
2026-04-04T03:31:00,184.131.12.17,192.168.151.253,udp,889,0.09,8,2948.72,unknown
2026-04-04T03:31:30,94.133.222.228,10.18.73.246,udp,780,0.05,R,13436.05,unknown
2026-04-04T03:32:00,98.229.204.55,192.168.70.114,icmp,665,0.36,R,11027.05,reset
2026-04-04T03:32:30,51.237.220.152,172.27.153.109,icmp,509,0.34,0,13485.81,reset
2026-04-04T03:33:00,94.38.138.250,10.34.23.134,icmp,578,0.08,8,12142.78,syn_sent
2026-04-04T03:33:30,26.98.28.150,10.52.130.101,icmp,697,0.23,0,11693.41,unknown
2026-04-04T03:34:00,209.227.186.9,192.168.122.1,udp,176,0.31,0,10555.26,unknown
2026-04-04T03:34:30,200.39.216.166,172.22.234.228,udp,834,0.2,8,11146.54,reset
2026-04-04T03:35:00,116.231.214.46,10.79.91.83,icmp,843,0.17,R,9135.47,closed
2026-04-04T03:35:30,192.75.9.81,192.168.98.251,icmp,133,0.04,1,9785.43,closed
2026-04-04T03:36:00,218.107.55.112,10.92.177.10,udp,810,0.36,0,6579.33,reset
2026-04-04T03:36:30,148.187.243.99,192.168.22.227,udp,62,0.11,0,13565.73,unknown
2026-04-04T03:37:00,223.242.81.243,192.168.141.54,udp,810,0.16,0,12550.41,unknown
2026-04-04T03:37:30,29.217.21.25,172.17.84.77,udp,118,0.02,8,4220.11,unknown
2026-04-04T03:38:00,127.131.172.90,172.28.217.64,icmp,59,0.34,R,4682.62,reset
2026-04-04T03:38:30,207.101.226.124,10.16.206.222,icmp,563,0.07,R,12781.14,reset
2026-04-04T03:39:00,200.133.152.78,172.26.222.54,udp,899,0.22,0,10380.18,closed
2026-04-04T03:39:30,93.147.95.152,10.140.140.75,icmp,793,0.16,0,3871.05,closed
2026-04-04T03:40:00,169.102.109.114,10.62.25.53,icmp,363,0.29,1,2587.64,reset
2026-04-04T03:40:30,90.224.78.7,172.18.92.4,udp,773,0.28,8,8212.8,unknown
2026-04-04T03:41:00,156.8.70.200,10.146.53.44,udp,513,0.12,R,14813.95,reset
2026-04-04T03:41:30,220.245.243.28,10.209.240.162,udp,589,0.29,1,4251.61,reset
2026-04-04T03:42:00,67.67.80.97,10.183.152.108,udp,519,0.37,,6387.95,syn_sent
2026-04-04T03:42:30,102.34.100.156,192.168.13.143,udp,391,0.01,1,7135.35,unknown
2026-04-04T03:43:00,94.32.193.92,172.16.217.143,icmp,861,0.31,,5744.12,syn_sent
2026-04-04T03:43:30,245.74.22.240,192.168.244.90,udp,134,0.27,,13558.51,closed
2026-04-04T03:44:00,146.103.192.223,172.26.163.172,udp,649,0.08,,4581.72,unknown
2026-04-04T03:44:30,227.187.42.9,192.168.3.14,udp,65,0.12,0,6679.19,unknown
2026-04-04T03:45:00,232.122.48.227,192.168.55.120,udp,338,0.17,1,4174.53,reset
2026-04-04T03:45:30,176.132.174.231,192.168.236.42,icmp,779,0.33,,12810.99,unknown
2026-04-04T03:46:00,203.220.60.174,172.31.189.20,icmp,805,0.4,,8341.85,syn_sent
2026-04-04T03:46:30,94.216.163.51,192.168.6.100,icmp,655,0.26,1,9318.11,reset
2026-04-04T03:47:00,11.249.10.199,10.255.105.125,icmp,557,0.39,,11112.82,unknown
2026-04-04T03:47:30,44.39.156.145,192.168.87.38,icmp,84,0.2,R,6496.4,unknown
2026-04-04T03:48:00,102.95.13.202,10.83.76.217,icmp,183,0.27,,11457.65,syn_sent
2026-04-04T03:48:30,105.184.75.73,10.239.31.120,udp,371,0.12,1,11365.33,reset
2026-04-04T03:49:00,218.203.4.71,10.200.125.193,udp,171,0.17,,10966.38,closed
2026-04-04T03:49:30,156.135.145.250,10.32.157.213,udp,761,0.35,R,9856.28,unknown
2026-04-04T03:50:00,206.44.129.30,10.96.169.189,icmp,769,0.2,8,3458.94,closed
2026-04-04T03:50:30,125.170.176.133,10.18.66.249,udp,827,0.02,1,8320.67,syn_sent
2026-04-04T03:51:00,236.158.54.98,172.22.192.93,icmp,236,0.11,,7596.37,closed
2026-04-04T03:51:30,41.210.235.250,172.18.191.148,icmp,367,0.25,1,7772.14,reset
2026-04-04T03:52:00,116.8.122.1,192.168.191.177,icmp,154,0.31,8,4757.31,closed
2026-04-04T03:52:30,234.131.171.100,192.168.9.235,udp,309,0.13,8,4823.69,closed
2026-04-04T03:53:00,7.219.151.178,172.19.184.10,udp,160,0.09,R,14610.69,syn_sent
2026-04-04T03:53:30,172.16.106.196,21.149.80.112,tcp,1379,0.1,18,13790.0,syn_recv
2026-04-04T03:54:00,172.17.158.192,172.17.158.192,tcp,1095,0.33,"S,A",3318.18,syn_sent
2026-04-04T03:54:30,172.27.228.44,36.230.212.193,tcp,334,1.72,18,194.19,syn_recv
2026-04-04T03:55:00,192.168.15.202,192.168.15.202,icmp,322,0.81,F,397.53,syn_recv
2026-04-04T03:55:30,192.168.192.201,164.185.179.5,icmp,985,1.15,"S,A",856.52,syn_recv
2026-04-04T03:56:00,10.178.156.216,10.178.156.216,icmp,436,1.14,F,382.46,closed
2026-04-04T03:56:30,172.16.26.140,228.101.64.130,tcp,820,1.24,18,661.29,syn_sent
2026-04-04T03:57:00,172.18.26.73,172.18.26.73,icmp,661,0.36,2,1836.11,syn_sent
2026-04-04T03:57:30,192.168.12.174,34.232.163.9,udp,1442,0.08,F,18025.0,syn_recv
2026-04-04T03:58:00,172.19.252.99,172.19.252.99,tcp,1335,1.17,2,1141.03,syn_recv
2026-04-04T03:58:30,10.38.86.196,176.203.72.52,icmp,1464,1.78,"S,A",822.47,syn_recv
2026-04-04T03:59:00,10.60.120.54,10.60.120.54,icmp,1009,1.73,"S,A",583.24,closed
2026-04-04T03:59:30,10.12.165.157,63.180.208.196,tcp,609,1.06,"S,A",574.53,syn_recv
2026-04-04T04:00:00,192.168.196.87,192.168.196.87,icmp,222,0.73,S,304.11,syn_sent
2026-04-04T04:00:30,10.52.6.152,89.229.178.98,icmp,1099,0.84,16,1308.33,reset
2026-04-04T04:01:00,10.171.138.249,10.171.138.249,udp,1123,0.78,18,1439.74,syn_sent
2026-04-04T04:01:30,172.23.29.39,181.57.195.38,icmp,212,0.65,"S,A",326.15,reset
2026-04-04T04:02:00,192.168.225.51,192.168.225.51,tcp,261,1.33,,196.24,syn_recv
2026-04-04T04:02:30,172.26.135.168,122.135.92.195,udp,1005,0.91,,1104.4,syn_recv
2026-04-04T04:03:00,10.29.41.222,10.29.41.222,tcp,650,1.39,18,467.63,syn_recv
2026-04-04T04:03:30,164.122.207.194,192.168.235.107,tcp,3855,1.31,S,16250.25,reset
2026-04-04T04:04:00,86.204.29.151,10.53.59.250,icmp,3406,1.21,P,3308.76,established
2026-04-04T04:04:30,211.74.59.231,172.26.11.231,tcp,3451,0.39,P,3688.0,syn_sent
2026-04-04T04:05:00,91.163.244.26,172.26.178.115,udp,3422,0.64,F,2775.67,reset
2026-04-04T04:05:30,130.151.157.238,192.168.10.22,tcp,2490,0.55,R,17958.3,syn_sent
2026-04-04T04:06:00,109.102.78.39,10.56.134.212,udp,4167,0.86,R,5956.21,established
2026-04-04T04:06:30,107.176.183.250,172.26.167.170,icmp,5900,0.06,R,11338.35,established
2026-04-04T04:07:00,79.226.97.228,172.25.166.183,tcp,3202,0.59,S,10522.54,syn_sent
2026-04-04T04:07:30,172.26.54.212,10.218.254.69,tcp,2141,5.1,18,419.8,established
2026-04-04T04:08:00,172.26.163.129,192.168.159.101,icmp,270,3.74,0,72.19,syn_recv
2026-04-04T04:08:30,172.30.143.27,192.168.79.214,udp,1438,5.87,18,244.97,syn_recv
2026-04-04T04:09:00,10.84.252.208,10.197.186.166,udp,1473,1.39,24,1059.71,established
2026-04-04T04:09:30,172.25.141.19,10.105.30.238,icmp,2034,2.34,18,869.23,closed
2026-04-04T04:10:00,208.157.24.31,10.110.169.193,udp,358,0.16,R,9779.42,syn_sent
2026-04-04T04:10:30,28.220.148.225,10.202.168.242,icmp,474,0.26,8,13761.74,unknown
2026-04-04T04:11:00,233.204.242.20,192.168.150.105,icmp,177,0.09,,5782.57,closed
2026-04-04T04:11:30,5.165.158.157,172.17.187.6,udp,503,0.02,,9069.21,reset
2026-04-04T04:12:00,50.241.117.196,192.168.93.14,udp,289,0.23,0,10398.22,unknown
2026-04-04T04:12:30,111.69.105.161,10.9.234.226,icmp,379,0.18,0,8875.19,unknown
2026-04-04T04:13:00,65.152.35.157,10.198.20.136,udp,807,0.19,0,5459.84,reset
2026-04-04T04:13:30,32.47.201.234,172.31.33.109,icmp,678,0.3,8,9668.39,unknown
2026-04-04T04:14:00,130.152.103.178,10.244.148.246,udp,82,0.05,8,3398.12,unknown
2026-04-04T04:14:30,155.99.10.115,10.158.185.28,udp,92,0.35,R,11802.09,closed
2026-04-04T04:15:00,214.15.142.89,172.16.116.213,udp,309,0.1,1,6564.73,syn_sent
2026-04-04T04:15:30,168.70.192.118,10.15.121.49,icmp,470,0.27,R,13614.06,syn_sent
2026-04-04T04:16:00,213.174.219.240,10.173.82.72,udp,622,0.0,0,14110.44,unknown
2026-04-04T04:16:30,133.188.63.12,10.9.222.134,udp,470,0.37,,12668.59,syn_sent
2026-04-04T04:17:00,60.41.204.169,192.168.151.192,udp,706,0.2,,10765.93,closed
2026-04-04T04:17:30,133.44.100.231,192.168.132.3,udp,549,0.07,8,8776.32,reset
2026-04-04T04:18:00,79.166.31.190,192.168.24.208,udp,818,0.38,1,4395.61,closed
2026-04-04T04:18:30,36.231.116.187,192.168.95.35,icmp,480,0.15,R,12778.79,closed
2026-04-04T04:19:00,179.154.160.111,172.19.176.241,icmp,160,0.33,0,10255.64,syn_sent
2026-04-04T04:19:30,190.109.232.155,192.168.119.71,udp,634,0.3,0,9253.89,unknown
2026-04-04T04:20:00,38.249.122.4,172.25.56.120,udp,48,0.2,,4862.37,syn_sent
2026-04-04T04:20:30,155.46.7.195,10.148.172.173,udp,290,0.09,R,11789.65,closed
2026-04-04T04:21:00,253.79.159.114,10.23.241.96,udp,344,0.23,R,5517.71,syn_sent
2026-04-04T04:21:30,110.110.106.18,10.136.213.143,udp,54,0.15,,14835.52,closed
2026-04-04T04:22:00,236.202.234.142,172.18.233.82,icmp,346,0.1,,12878.17,syn_sent
2026-04-04T04:22:30,52.204.225.22,172.16.238.74,udp,712,0.11,,7659.42,unknown
2026-04-04T04:23:00,126.85.32.56,172.22.207.45,icmp,313,0.23,1,2972.09,reset
2026-04-04T04:23:30,69.181.176.125,10.219.233.232,icmp,260,0.25,R,2839.72,unknown
2026-04-04T04:24:00,165.11.138.185,10.108.164.13,icmp,94,0.08,,8522.59,syn_sent
2026-04-04T04:24:30,246.14.190.65,192.168.38.121,udp,823,0.16,8,6419.58,closed
2026-04-04T04:25:00,181.155.147.106,192.168.99.114,udp,754,0.16,1,12366.15,reset
2026-04-04T04:25:30,65.209.205.195,192.168.143.172,icmp,162,0.26,0,11876.31,closed
2026-04-04T04:26:00,111.237.51.203,10.92.87.83,udp,426,0.26,R,4675.78,reset
2026-04-04T04:26:30,108.131.61.252,172.29.203.123,icmp,867,0.3,R,4044.21,unknown
2026-04-04T04:27:00,249.116.240.147,172.24.81.18,udp,573,0.19,1,3640.39,unknown
2026-04-04T04:27:30,144.205.99.186,192.168.186.142,udp,767,0.1,1,11141.25,syn_sent
2026-04-04T04:28:00,61.243.101.96,192.168.3.231,icmp,810,0.14,8,13883.1,reset
2026-04-04T04:28:30,199.89.109.212,192.168.66.178,udp,788,0.05,R,5443.24,reset
2026-04-04T04:29:00,175.96.90.120,10.79.201.209,udp,281,0.2,,13646.83,syn_sent
2026-04-04T04:29:30,181.116.164.94,172.19.172.230,udp,845,0.24,0,7560.84,reset
2026-04-04T04:30:00,46.129.166.141,172.23.69.96,icmp,180,0.1,0,12101.77,syn_sent
2026-04-04T04:30:30,77.80.84.24,192.168.65.238,udp,623,0.37,R,3405.65,reset
2026-04-04T04:31:00,30.94.106.126,172.30.169.178,udp,260,0.15,1,11217.56,closed
2026-04-04T04:31:30,89.98.77.249,192.168.91.120,icmp,628,0.39,R,10316.8,syn_sent
2026-04-04T04:32:00,158.28.122.126,192.168.136.222,udp,430,0.34,8,5266.24,unknown
2026-04-04T04:32:30,172.36.199.12,10.153.82.96,udp,480,0.22,8,12500.51,unknown
2026-04-04T04:33:00,136.83.91.17,10.150.252.36,udp,703,0.27,,14986.5,syn_sent
2026-04-04T04:33:30,79.169.153.60,192.168.123.78,udp,691,0.17,8,4036.9,closed
2026-04-04T04:34:00,76.169.86.166,10.125.110.45,icmp,600,0.25,0,9249.27,closed
2026-04-04T04:34:30,252.109.51.85,10.85.27.198,icmp,437,0.23,1,11413.2,syn_sent
2026-04-04T04:35:00,149.45.107.194,192.168.217.52,udp,134,0.08,R,6967.02,unknown
2026-04-04T04:35:30,109.214.133.26,192.168.104.8,icmp,368,0.14,1,10424.29,closed
2026-04-04T04:36:00,235.29.222.28,10.250.74.85,udp,620,0.38,R,9718.67,syn_sent
2026-04-04T04:36:30,166.59.230.233,192.168.48.14,icmp,161,0.13,0,5548.56,unknown
2026-04-04T04:37:00,162.112.8.77,192.168.108.5,icmp,655,0.2,0,3316.46,unknown
2026-04-04T04:37:30,43.79.137.191,10.218.251.254,icmp,476,0.26,0,12653.95,unknown
2026-04-04T04:38:00,81.115.227.61,10.169.147.201,udp,540,0.27,,8789.81,syn_sent
2026-04-04T04:38:30,141.127.75.83,10.32.72.141,udp,668,0.02,R,10432.41,syn_sent
2026-04-04T04:39:00,231.204.149.153,172.22.42.134,udp,413,0.38,,2963.82,closed
2026-04-04T04:39:30,135.104.220.213,172.28.135.31,udp,591,0.32,0,4682.27,reset
2026-04-04T04:40:00,59.169.49.37,192.168.217.194,udp,858,0.07,8,9083.33,closed
2026-04-04T04:40:30,160.249.214.199,172.17.85.239,udp,249,0.28,R,7308.0,unknown
2026-04-04T04:41:00,90.83.224.147,172.24.118.226,udp,359,0.08,R,4834.2,reset
2026-04-04T04:41:30,252.198.14.186,172.30.14.47,udp,401,0.31,0,4854.93,reset
2026-04-04T04:42:00,3.42.161.83,172.28.153.20,udp,556,0.2,0,5867.51,syn_sent
2026-04-04T04:42:30,10.246.3.166,10.36.46.208,udp,734,0.33,1,4292.06,closed
2026-04-04T04:43:00,68.92.201.128,172.28.101.107,icmp,522,0.35,R,14259.38,unknown
2026-04-04T04:43:30,192.168.184.229,154.64.30.124,tcp,1404,1.49,18,942.28,syn_sent
2026-04-04T04:44:00,172.31.112.43,172.31.112.43,icmp,808,0.57,18,1417.54,syn_recv
2026-04-04T04:44:30,10.14.66.182,140.113.177.52,icmp,1535,0.97,S,1582.47,syn_recv
2026-04-04T04:45:00,10.231.20.37,10.231.20.37,tcp,917,0.85,F,1078.82,reset
2026-04-04T04:45:30,10.108.43.127,63.18.235.109,icmp,645,1.3,16,496.15,syn_recv
2026-04-04T04:46:00,192.168.142.141,192.168.142.141,icmp,1280,0.45,S,2844.44,syn_recv
2026-04-04T04:46:30,192.168.147.52,37.19.3.67,udp,438,1.11,2,394.59,syn_sent
2026-04-04T04:47:00,10.248.255.5,10.248.255.5,tcp,1094,0.55,16,1989.09,closed
